movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,title_year,num_voted_users,plot_keywords,num_user_for_reviews,budget,genres
"Happy, Texas ",77,98,3,349,347,327,1943649,1999,8697,banker|beauty pageant|escaped convict|gay|pageant,122,1700000,Comedy|Crime|Romance
My Summer of Love ,124,86,84,680,46,34,992238,2004,16349,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,103,1700000,Drama|Romance
The Lunchbox ,195,104,25,638,85,73,4231500,2013,30479,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,162,1000000,Drama|Romance
Yes ,76,100,87,887,805,420,396035,2004,2725,beach|lebanese|loss|muslim|restaurant,48,1000000,Drama|Romance
You Can't Take It with You ,51,126,964,319,302,275,,1938,17799,eccentric|friend|house|monopoly|stenographer,133,1644736,Comedy|Drama|Romance
From Here to Eternity ,101,118,160,862,488,426,,1953,33987,boxing|captain|hawaii|love|sergeant,150,1650000,Drama|Romance|War
She Wore a Yellow Ribbon ,55,103,673,281,230,89,,1949,11920,captain|cavalry|fort|retirement|yellow ribbon,90,1600000,Western
Grace Unplugged ,15,102,11,651,611,575,2507106,2013,2561,christianity|love|reference to justin bieber|reference to taylor swift|worship,21,,Drama|Music
Foolish ,16,84,11,489,469,249,6026908,1999,536,accidental killing|drug humor|profanity|sexual humor|stand up comedy,13,2000000,Comedy|Drama
N-Secure ,5,,8,713,607,394,2592808,2010,548,betrayal|family relationships|insecurity|murder|passive aggression,15,,Crime|Drama|Thriller
Caramel ,109,95,0,227,4,0,1060591,2007,9750,caramel|friendship|police|secret|suitor,66,1300000,Comedy|Drama|Romance
Out of the Dark ,40,92,0,327,51,2,,2014,2621,haunted house,18,,Horror|Thriller
The Bubble ,51,90,21,53,30,27,155972,2006,4702,gay|hairy chest|homosexual|israel|male nudity,23,1500000,Comedy|Drama|Romance
The Conversation ,149,113,0,11000,481,324,,1974,74651,corruption|neo noir|recording|saxophone|surveillance,313,1600000,Drama|Mystery|Thriller
Dil Jo Bhi Kahey... ,4,,0,421,96,45,129319,2005,257,,4,70000000,Romance
Mississippi Mermaid ,35,123,0,963,710,21,26893,1969,4391,antibes|hotel|island|reunion|reunion island,26,1600000,Crime|Drama|Romance
I Love Your Work ,22,111,1000,2000,163,127,2580,2003,1618,film student|marriage|mental breakdown|movie star|obsession,40,1650000,Drama|Mystery
Cabin Fever ,68,99,4,427,253,114,,2016,3313,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,40,,Horror
Dawn of the Dead ,287,110,0,3000,2000,1000,58885635,2004,194426,mall|mayhem|nurse|rear entry sex|survival horror,1057,26000000,Action|Horror|Thriller
Waitress ,173,108,191,597,541,336,19067631,2007,37714,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,204,2000000,Comedy|Drama|Romance
Bloodsport ,61,92,15,633,403,49,11806119,1988,57578,hand to hand combat|hong kong|kumite|martial arts|tournament,210,1100000,Action|Biography|Drama|Sport
Mr. Smith Goes to Washington ,96,120,964,607,319,248,,1939,77392,camp|corruption|governor|senate|u.s. senate,245,1500000,Comedy|Drama
Kids ,71,91,184,3000,202,82,7417210,1995,59041,coming of age|marijuana|rape|virgin|weed,408,1500000,Drama
The Squid and the Whale ,110,88,387,436,25,18,7362100,2005,60295,boy|divorce|tennis|tennis coach|writer,232,1500000,Comedy|Drama
Kissing Jessica Stein ,110,97,0,378,321,117,7022940,2001,14018,friend|friendship|journalist|new york city|personal ad,190,1000000,Comedy|Drama|Romance
"A Woman, a Gun and a Noodle Shop ",101,95,611,9,4,3,190666,2009,2410,betrayal|husband wife relationship|murder|noodles|salary,20,,Comedy|Drama
Kickboxer: Vengeance ,2,90,134,260000,454,354,,2016,246,,1,17000000,Action
Spellbound ,97,95,13000,472,239,82,,1945,32927,amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder,161,1696377,Film-Noir|Mystery|Romance|Thriller
Exotica ,53,103,460,991,971,900,5132222,1994,14112,bird|cult film|egg|nightclub|toronto,83,2000000,Drama|Mystery|Romance
Buffalo '66 ,106,110,787,1000,787,642,2365931,1998,36657,shower|stripper|tap dancing|underwear|undressing,318,1500000,Comedy|Crime|Drama|Romance
Insidious ,445,103,0,852,618,588,53991137,2010,202800,baby|boy|coma|demon|house,752,1500000,Fantasy|Horror|Mystery|Thriller
Repo Man ,131,92,92,752,324,166,,1984,25332,punk|punk rocker|repossession|televangelist|ufo,148,1500000,Comedy|Crime|Sci-Fi|Thriller
Nine Queens ,94,114,44,827,22,7,1221261,2000,38215,con artist|hotel|partner|scam|stamp,125,1500000,Crime|Drama|Thriller
The Gatekeepers ,105,101,4,0,0,0,2408553,2012,4547,interview|jerusalem|jewish|terrorism|terrorist bombing,33,,Documentary|War
The Ballad of Jack and Rose ,75,112,58,552,265,42,712294,2005,9408,commune|defecation|environmentalism|fellatio|island,68,1500000,Drama
The To Do List ,97,104,38,801,727,690,3447339,2013,29517,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,79,1500000,Comedy|Romance
Killing Zoe ,37,99,675,902,424,164,418953,1993,17322,bank|bastille day|call girl|childhood friend|drugs,93,1500000,Crime|Drama|Thriller
The Believer ,84,98,21,33000,243,76,406035,2001,30314,jew|jewish nazi|nazism|racism|skinhead,159,1500000,Drama
Snow Angels ,88,107,234,947,530,442,402820,2007,10896,flashback|football game|school|small town|snow,57,,Drama|Romance
Unsullied ,6,93,6,393,191,56,,2014,95,,3,1500000,Action|Horror|Thriller
Session 9 ,127,100,122,210,148,83,373967,2001,43839,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,481,1500000,Horror|Mystery
I Want Someone to Eat Cheese With ,32,80,522,813,522,423,194568,2006,2963,cheese|city|ice cream|school|second city,28,1500000,Comedy|Romance
Mooz-Lum ,8,94,13,1000,826,616,,2010,919,one word title,14,,Drama|Family
Hatchet ,229,93,134,936,935,488,,2006,23349,bayou|boat|louisiana|swamp|tour,235,1500000,Comedy|Horror
Modern Times ,120,87,0,309,8,8,163245,1936,143086,actor director writer|invention|machine|music score composed by director|tramp,211,1500000,Comedy|Drama|Family
Stolen Summer ,31,91,18,954,767,597,119841,2002,2419,catholic|catholicism|rabbi|school|summer,55,1500000,Drama
My Name Is Bruce ,100,84,0,634,328,158,173066,2007,21379,b movie|birthday|chinese|demon|small town,88,1500000,Comedy|Fantasy
The Salon ,14,90,7,890,597,424,92362,2005,444,,5,1500000,Comedy|Drama
Road Hard ,14,98,102,563,485,360,105943,2015,1351,girl in panties|panties|red panties|stand up comedy,11,1500000,Comedy
Forty Shades of Blue ,39,108,60,826,189,121,,2005,1134,love|music producer|previous marriage|rock 'n' roll|russian,26,1500000,Drama|Music|Romance
Amigo ,35,124,407,38,8,7,183490,2010,463,american|filipino|friendship|guerrilla army|village,8,1700000,Drama|War
Pontypool ,178,95,49,413,98,57,3478,2008,22212,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,142,1500000,Fantasy|Horror
Trucker ,46,90,7,87000,781,711,52166,2008,2792,cancer|cigarette smoking|hospital|one night stand|trucker,22,2000000,Drama
Me You and Five Bucks ,,93,228,310,228,134,,2015,7,,,1500000,Comedy|Drama|Romance
The Lords of Salem ,234,101,0,1000,725,721,1163508,2012,20376,blood|flashback|radio dj|radio station|vinyl,166,2500000,Drama|Fantasy|Horror|Thriller
Housebound ,166,107,3,61,46,28,,2014,23323,bloody violence|exploding head|haunted house|plot twist|slapstick,83,350000,Comedy|Horror|Mystery
Wal-Mart: The High Cost of Low Price ,56,20,21,0,0,0,,2005,4120,greed|pollution|slave labor|truth|wal mart,70,1500000,Documentary
Fetching Cody ,16,87,0,199,134,108,,2005,1232,death|high school|prostitute|suicide|time travel,10,1500000,Drama|Fantasy|Romance
Once Upon a Time in Queens ,9,98,11,979,975,636,,2013,291,,7,1500000,Comedy|Drama
Closer to the Moon ,18,112,34,129,98,71,,2014,2841,,13,5000000,Comedy|Drama
Mutant World ,4,82,65,341,265,146,,2014,459,,10,1500000,Sci-Fi
Growing Up Smith ,,102,5,3000,660,259,,2015,108,adolescence|girl next door|growing vegetables|high standards|sent away,1,2000000,Comedy|Drama|Family
Checkmate ,6,97,764,835,522,492,,2015,735,,18,1500000,Action|Crime|Thriller
Jack Reacher ,387,130,188,10000,3000,1000,80033643,2012,226583,coma|mysterious villain|police chase|shooting range|sniper,448,60000000,Action|Crime|Mystery|Thriller
#Horror ,35,101,37,501,418,56,,2015,1547,bullying|cyberbullying|girl|internet|throat slitting,42,1500000,Drama|Horror|Mystery|Thriller
Wind Walkers ,27,93,9,708,571,485,,2015,133,after dark horrorfest,2,2000000,Action|Horror|Thriller
Snow White and the Seven Dwarfs ,145,83,0,82,47,31,184925485,1937,133348,dwarf|love|princess|queen|snow white,204,2000000,Animation|Family|Fantasy|Musical
The Holy Girl ,78,106,33,341,5,3,304124,2004,2720,16 year old|doctor|hotel|tinnitus|title directed by female,37,1400000,Drama
Shalako ,10,113,74,984,423,387,,1968,1978,bare chested male bondage|european|female frontal nudity|topless woman|war paint,41,1455000,Western
Incident at Loch Ness ,60,94,87,87,70,37,36830,2004,3291,boat|director|loch ness|loch ness monster|monster,63,1400000,Adventure|Comedy|Horror
The Dog Lover ,9,101,20,1000,301,256,,2016,162,,8,2000000,Drama
Girl House ,63,99,10,756,382,295,,2014,4948,college student|disfigured face|house|suicide|website,33,3150000,Horror|Thriller
The Blue Room ,92,76,412,412,4,3,231186,2014,2082,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair,16,,Crime|Romance|Thriller
House at the End of the Drive ,4,91,58,847,147,69,,2014,330,ghost story|manson family|paranormal|real life event|reference to sharon tate,6,1400000,Horror|Thriller
Batman: The Movie ,53,105,7,1000,370,356,,1966,22975,black cat|catwoman|dc comics|penguin|riddler,155,1377800,Adventure|Comedy|Family
"Lock, Stock and Two Smoking Barrels ",116,120,0,26000,1000,452,3650677,1998,414976,antique|cockney accent|hatchet|money|shotgun,523,960000,Comedy|Crime
The Ballad of Gregorio Cortez ,,105,0,883,655,467,,1982,39,,2,1250000,Western
The Streets of San Francisco             ,13,120,,416,0,,,,3405,city name in series title|homicide|older man younger man relationship|place in series title|police partner,13,,Action|Crime|Drama|Mystery
The Celebration ,98,105,346,280,278,141,1647780,1998,65951,dogme 95|family secret|haunted by the past|secret|speech,258,1300000,Drama
Trees Lounge ,43,95,12000,12000,680,636,695229,1996,11369,alcoholic drink|bar|drink|drinking|drunk,65,1300000,Comedy|Drama
Journey from the Fall ,15,135,5,51,24,5,638951,2006,775,1970s|1980s|nonlinear timeline|rescue|vietnam war,19,1592000,Drama
The Basket ,14,105,7,2000,783,548,609042,1999,449,basketball|german immigrant|opera|two word title|war orphan,38,1300000,Drama
Eddie: The Sleepwalking Cannibal ,56,83,5,413,197,98,1521,2012,1231,art teacher|cannibal|inspiration|painter|sleepwalking,10,1500000,Comedy|Horror
Mercury Rising ,79,111,17,13000,969,652,32940507,1998,54316,autistic child|boy|child in danger|fbi|nsa,127,60000000,Action|Crime|Drama|Thriller
Space: Above and Beyond             ,8,60,,210,121,109,,,6381,alien|born in vitro|in vitro fertilization|marine|outer space,79,5000000,Drama|Sci-Fi
Queen of the Mountains ,16,135,135,0,0,0,,2014,3144,19th century|central asia|mother son relationship|ruler|russian empire,24,1400000,Action|Biography|Drama|History
Def-Con 4 ,18,88,4,232,23,13,,1985,1339,canuxploitation|independent film|post apocalypse|remake|survival,46,1750000,Action|Sci-Fi
The Hebrew Hammer ,35,87,4,2000,1000,624,19539,2003,4182,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,53,1000000,Comedy
Neal 'N' Nikki ,5,97,0,374,145,40,100358,2005,1167,interrupted sex|kiss|love|mistaken sex scene|sex in car,24,1500000,Comedy|Musical|Romance
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,16,82,19,700,460,134,,2010,5579,masturbation|porn actor in mainstream movie|sex|spoof|virginity,42,1300000,Comedy
Forget Me Not ,24,103,0,35000,516,511,,2009,4866,,38,1300000,Horror|Romance|Thriller
Rebecca ,144,130,13000,1000,991,333,,1940,87424,death|estate|housekeeper|love|monte carlo,276,1288000,Drama|Film-Noir|Mystery|Thriller
Friday the 13th Part 2 ,242,87,49,309,121,59,19100000,1981,39690,ice pick|jason voorhees|lake|pitchfork|shack,394,1250000,Horror|Mystery|Thriller
The Lost Weekend ,97,101,0,287,160,66,,1945,24959,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,136,1250000,Drama|Film-Noir
C.H.U.D. ,77,96,4,796,697,132,,1984,7528,bum|city|mutant|new york city|street,88,1250000,Horror|Sci-Fi
Filly Brown ,16,80,8,2000,245,183,2833383,2012,910,,11,427000,Drama|Music
The Lion of Judah ,7,87,11,578,418,397,,2011,458,animal|donkey|lamb|pig|rooster,3,15000000,Animation
Niagara ,74,92,83,469,79,48,,1953,11047,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,116,1250000,Crime|Film-Noir|Thriller
How Green Was My Valley ,74,118,673,595,176,137,,1941,15840,coal mine|girl|school|village|wales,124,1250000,Drama|Family
The Girlfriend Experience             ,19,27,,934,691,201,,,3282,escort|female nudity|friendship|money|sex scene,17,,Drama
Da Sweet Blood of Jesus ,46,123,0,3000,372,161,,2014,794,horror movie remake|remake|undead|undead sex|undead sexuality,9,1420000,Comedy|Romance|Thriller
"Sex, Lies, and Videotape ",58,100,0,828,531,65,24741700,1989,37785,affair|interview|marriage|sex|videotape,95,1200000,Drama
Saw ,287,103,0,2000,878,651,55153403,2004,299127,chained|flashback|killer|serial killer|surprise ending,1509,1200000,Horror|Mystery|Thriller
Super Troopers ,100,100,422,816,577,422,18488314,2001,76151,drugs|highway|police|state trooper|vermont,333,1200000,Comedy|Crime|Mystery
The Algerian ,5,99,4,18000,748,434,,2014,101,algeria|algerian|los angeles california|muslim,1,1300000,Action|Romance|Thriller
The Amazing Catfish ,50,89,0,31,24,3,11278,2013,1229,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,2,1300000,Comedy|Drama
The Day the Earth Stood Still ,276,104,301,18000,4000,71,79363785,2008,139426,alien|earth|giant robot|military|scientist,698,80000000,Drama|Sci-Fi|Thriller
Monsoon Wedding ,137,114,300,307,209,73,13876974,2001,19397,arranged marriage|bride|celebration|marriage|wedding,214,7000000,Comedy|Drama|Romance
You Can Count on Me ,122,111,50,2000,710,612,9180275,2000,22145,bank|car accident|cheating husband|new york|single mother,231,1200000,Drama
The Trouble with Harry ,73,99,13000,282,255,232,,1955,24891,artist|death|hunting|sheriff|vermont,150,1200000,Comedy|Mystery|Romance
Lucky Number Slevin ,202,110,118,13000,11000,1000,22494487,2006,262160,coroner|death|gay son|love|mistaken identity,507,27000000,Crime|Drama|Mystery|Thriller
But I'm a Cheerleader ,99,85,91,1000,1000,849,2199853,1999,19986,cheerleader|gay|homosexual|lesbian|lesbian relationship,186,1200000,Comedy|Drama
Home Run ,10,113,29,890,848,449,2859955,2013,2417,addiction|alcoholic|baseball|car accident|reference to god,32,1200000,Drama|Sport
Reservoir Dogs ,173,99,16000,16000,12000,455,2812029,1992,664719,gang|heist|heist gone wrong|nonlinear timeline|robbery,931,1200000,Crime|Drama|Thriller
The Blue Bird ,7,83,9,94,62,51,,1940,1047,1800s|bird|blue bird of happiness|foreign language adaptation|past,25,,Drama|Family|Fantasy
"The Good, the Bad and the Ugly ",181,142,0,16000,34,24,6100000,1966,503509,civil war|hitman|outlaw|shootout|spaghetti western,780,1200000,Western
The Second Mother ,111,112,9,61,9,4,375723,2015,7025,brazil|exam|housekeeper|northeast region of brazil|portuguese language,26,4000000,Comedy|Drama
Blue Like Jazz ,38,108,14,1000,330,274,594904,2012,2582,church|college|color in title|philosophy|texas,89,1200000,Comedy|Drama
Down and Out with the Dolls ,12,88,0,268,44,3,58936,2001,91,female bassist|female drummer|female guitarist|female singer|portland oregon,4,1200000,Comedy|Music
"Pink Ribbons, Inc. ",23,97,4,,,,24784,2011,591,breast cancer|comma in title|period in title|punctuation in title|three word title,10,1200000,Documentary
Certifiably Jonathan ,17,85,0,49000,931,924,7826,2007,132,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,2,1200000,Comedy|Documentary
Q ,9,103,0,34,29,24,,2011,4068,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,16,1500000,Drama
The Knife of Don Juan ,1,110,0,3,2,0,3830,2013,27,,1,1200000,Comedy|Drama
Grand Theft Parsons ,51,88,4,690,316,95,,2003,2953,guitar|hearse|manager|musician|singer,38,,Adventure|Comedy|Drama
Extreme Movie ,14,76,0,387,295,227,,2008,9560,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,35,,Comedy
The Charge of the Light Brigade ,24,100,345,843,490,94,,1936,3418,attack|fort|india|lancer|massacre,52,1200000,Action|Adventure|Romance|War
Below Zero ,18,99,0,721,134,5,,2011,652,,11,1200000,Thriller
Crowsnest ,22,84,0,380,91,63,,2012,1321,forest|found footage|lost|murder|road trip,51,1200000,Action|Horror|Mystery|Thriller
Airborne ,9,91,38,584,399,117,2850263,1993,5061,cincinnati ohio|high school|hockey|jock strap|zoologist,70,2600000,Adventure|Comedy|Sport
